date,yield10,infl_exp,vix,bond_long_ret,tips_ret,eq_ret,vol_hedge_ret
2015-03-31,3.175,1.904,23.28,-0.00541,-0.00605,-0.05381,0.00399
2015-04-30,3.088,1.815,25.4,0.02114,0.00632,-0.02111,-0.01096
2015-05-31,3.03,1.833,23.89,0.01004,-0.01465,0.0343,-0.04551
2015-06-30,2.969,1.861,23.25,0.00098,-0.01329,-0.04315,0.07602
2015-07-31,3.111,1.828,22.26,-0.00032,-0.00265,0.04159,-0.06676
2015-08-31,3.005,1.783,22.34,-0.00846,0.01247,-0.00155,0.05845
2015-09-30,3.045,1.932,21.31,0.01223,-0.0187,0.03891,0.02597
2015-10-31,3.204,1.897,22.08,0.01366,-0.00012,0.02912,-0.04886
2015-11-30,3.167,1.84,21.75,-0.01518,0.02132,-0.03406,-0.10835
2015-12-31,3.165,1.797,20.35,-0.00814,0.00067,-0.04248,0.08151
2016-01-31,3.159,1.837,16.08,0.00115,-0.00692,0.05782,-0.07602
2016-02-29,3.098,1.958,13.83,0.00358,0.00095,-0.03641,-0.16717
2016-03-31,2.943,1.945,15.25,0.00041,-0.01348,-0.00622,-0.07854
2016-04-30,2.864,1.885,15.25,0.00305,-0.00933,-0.07546,-0.08465
2016-05-31,2.98,2.008,12.34,-0.00684,0.0174,0.04689,0.00996
2016-06-30,2.924,2.01,14.4,0.00256,0.00461,0.04034,0.04659
2016-07-31,2.954,2.189,16.81,-0.00042,-0.00317,-0.11048,0.0169
2016-08-31,3.002,2.203,14.06,0.00644,0.00619,-0.01397,0.11663
2016-09-30,2.79,2.06,18.07,-0.00068,0.01273,0.03064,0.09475
2016-10-31,2.762,2.021,19.31,-0.00019,0.02057,0.03633,-0.11277
2016-11-30,2.65,1.98,19.32,-0.00032,-0.00447,0.04119,0.10272
2016-12-31,2.6,1.975,16.52,-0.01411,0.01918,-0.0468,0.03627
2017-01-31,2.54,2.044,16.38,-0.00639,0.01095,0.06148,-0.00224
2017-02-28,2.458,1.942,14.48,-0.00179,-0.01333,0.04742,0.01984
2017-03-31,2.351,1.873,13.19,0.01118,0.01476,-0.02194,0.03292
2017-04-30,2.428,1.881,12.17,-0.01901,0.01397,-0.01789,0.01083
2017-05-31,2.202,1.877,18.09,-0.01218,0.00913,-0.01693,0.10461
2017-06-30,2.168,2.075,16.6,-0.00451,-0.00189,0.03538,-0.05021
2017-07-31,2.271,2.001,15.67,0.00023,-0.00446,-0.04853,-0.02746
2017-08-31,2.37,2.02,14.65,-0.00069,-0.00112,0.06228,-0.01359
2017-09-30,2.415,1.925,10.32,-6e-05,-0.02219,0.06992,-0.08235
2017-10-31,2.359,1.821,11.89,-0.01808,-0.00786,0.02565,-0.04047
2017-11-30,2.312,1.788,14.1,-0.02711,-0.0009,0.07199,0.07203
2017-12-31,2.258,1.783,15.07,-0.01197,0.00983,0.00438,-0.0173
2018-01-31,2.091,1.704,16.35,0.01441,-0.00816,-0.01178,0.07098
2018-02-28,2.103,1.832,20.74,0.01108,0.00964,-0.02492,-0.00806
2018-03-31,2.137,1.708,20.28,0.01498,0.00745,0.05192,-0.06367
2018-04-30,2.078,1.623,23.81,-0.00855,0.00355,-0.05153,0.00587
2018-05-31,2.099,1.536,23.94,-0.01405,-0.00013,0.00026,0.09825
2018-06-30,2.293,1.632,22.83,0.00278,0.00152,0.03149,-0.00523
2018-07-31,2.379,1.606,25.02,-0.0017,-0.00759,0.03229,0.07186
2018-08-31,2.267,1.625,28.7,-0.00885,0.00072,0.01564,0.09055
2018-09-30,2.288,1.602,29.23,-0.02768,0.00667,-0.04081,-0.10664
2018-10-31,2.089,1.548,27.14,-0.01997,0.00556,0.00925,-0.11992
2018-11-30,2.166,1.532,27.51,-0.01188,-0.00531,-0.00521,0.00981
2018-12-31,2.111,1.486,24.64,0.0156,0.00258,-0.03016,-0.03254
2019-01-31,2.202,1.332,24.68,-0.01909,-0.00338,-0.03373,-0.04621
2019-02-28,2.244,1.257,27.13,0.0033,-0.00595,-0.0054,-0.04976
2019-03-31,2.295,1.196,31.55,0.00014,-0.0084,-0.04214,0.02964
2019-04-30,2.449,1.174,25.71,-0.01605,0.00449,-0.0706,-0.0957
2019-05-31,2.37,1.181,21.3,0.0155,0.00016,0.04397,-0.00612
2019-06-30,2.35,1.391,18.7,0.00214,0.02674,0.01711,-0.12949
2019-07-31,2.298,1.46,19.03,0.02481,-0.00421,0.05327,0.06571
2019-08-31,2.216,1.333,22.83,0.00601,0.01423,0.03477,-0.03667
2019-09-30,2.293,1.501,23.54,0.00744,0.00537,0.01707,0.00507
2019-10-31,2.317,1.504,26.97,0.01738,0.00373,0.00193,0.05719
2019-11-30,2.398,1.412,27.11,0.00877,0.01238,-0.00781,0.07095
2019-12-31,2.365,1.354,26.72,-0.00504,-0.00343,-0.00079,0.03836
2020-01-31,2.368,1.478,24.71,0.02425,0.00722,0.00662,-0.06811
2020-02-29,2.388,1.456,25.49,-1e-05,-0.00016,0.01107,0.09322
2020-03-31,2.287,1.438,26.15,-0.00592,-0.0157,-0.03765,-0.06647
2020-04-30,2.293,1.526,27.16,-0.00842,-0.0011,-0.0108,-0.01771
2020-05-31,2.425,1.391,28.38,-0.0067,-0.00678,-0.02786,0.09052
2020-06-30,2.296,1.485,25.25,-0.00973,-0.02142,0.01365,0.04436
2020-07-31,2.141,1.469,23.45,-0.00058,0.01729,-0.03953,-0.0187
2020-08-31,2.215,1.516,18.13,-0.00936,0.00778,-0.03527,-0.04419
2020-09-30,2.29,1.558,18.09,0.0174,0.00241,-0.02767,-0.05992
2020-10-31,2.303,1.565,17.75,0.01053,-0.00813,-0.09088,0.06625
2020-11-30,2.255,1.687,17.98,-0.01362,0.00263,-0.02526,0.11111
2020-12-31,2.401,1.735,16.33,-0.00579,-0.00645,-0.00222,-0.05041
2021-01-31,2.29,1.715,17.02,-0.00768,-0.00597,0.03954,0.08919
2021-02-28,2.176,1.703,14.01,0.01779,-0.00068,-0.0423,-0.04481
2021-03-31,2.059,1.726,10.5,0.01859,0.00587,0.0409,0.00806
2021-04-30,2.059,1.752,13.19,-0.00946,-0.01931,-0.01636,-0.11257
2021-05-31,2.275,1.766,15.44,-0.00159,-0.00424,-0.0219,-0.05579
2021-06-30,2.286,1.738,13.87,0.00465,0.00131,-0.02695,-0.08167
2021-07-31,2.48,1.752,14.6,-0.0011,0.00058,-0.00597,0.07597
2021-08-31,2.493,1.778,17.75,-0.00891,-0.00801,8e-05,0.01586
2021-09-30,2.248,1.762,15.8,0.00137,-0.00243,0.04134,-0.10258
2021-10-31,2.213,1.72,13.98,0.02483,0.01447,-0.01594,-0.09014
2021-11-30,2.073,1.656,16.46,-0.02174,0.00126,-0.00247,-0.08301
2021-12-31,2.047,1.617,14.17,-0.004,-0.00627,0.06179,-0.13013
2022-01-31,2.045,1.584,14.71,-0.02202,0.01404,-0.01085,0.06757
2022-02-28,2.136,1.615,15.65,0.02075,-0.01142,-0.03563,-0.04798
2022-03-31,2.224,1.62,13.06,0.0077,0.00125,0.01417,-0.06554
2022-04-30,2.168,1.602,11.94,-0.00069,-0.01779,0.09806,0.03551
2022-05-31,2.244,1.573,10.98,0.00589,-0.00338,0.02587,0.04793
2022-06-30,2.25,1.515,9.84,-0.01599,-0.01064,-0.00785,-0.05489
2022-07-31,2.12,1.5,9.56,0.00928,-0.00046,-0.03226,0.03444
2022-08-31,2.23,1.53,9.0,-0.01065,0.00455,-0.0255,-0.10527
2022-09-30,2.204,1.539,9.0,0.01265,0.00911,0.08055,-0.00314
2022-10-31,2.203,1.499,9.3,-0.00514,-0.01053,-0.01246,-0.0167
2022-11-30,2.228,1.589,9.0,-0.00902,0.00105,-0.04115,-0.07035
2022-12-31,2.217,1.554,10.01,0.00279,0.00722,-0.01307,0.00827
2023-01-31,2.258,1.5,9.0,0.00534,0.01169,-0.02366,0.02366
2023-02-28,2.349,1.507,10.82,0.0092,-0.01137,-0.01978,0.1516
2023-03-31,2.227,1.449,14.05,-0.00522,-0.00644,-0.05789,-0.04475
2023-04-30,2.238,1.399,12.65,0.02055,-0.00593,-0.00953,0.00851
2023-05-31,2.219,1.333,13.67,-0.01222,0.00021,-0.04768,-0.03153
2023-06-30,2.466,1.402,13.71,0.00256,0.00735,0.12047,-0.05343
2023-07-31,2.309,1.302,16.78,0.0101,-0.00236,-0.04609,-0.00871
2023-08-31,2.323,1.259,20.29,0.00552,-0.003,-0.02562,0.05437
2023-09-30,2.341,1.35,21.62,0.00812,0.00942,0.03501,-0.10665
2023-10-31,2.307,1.255,19.57,0.0163,0.00882,-0.03496,-0.13059
2023-11-30,2.184,1.219,24.51,0.00194,0.00237,0.04284,0.13824
2023-12-31,2.212,1.285,20.98,-0.01079,0.00596,0.00886,-0.1146
2024-01-31,2.24,1.267,19.34,-0.00345,0.00128,-0.06311,0.09883
2024-02-29,2.185,1.185,17.67,0.00078,0.00243,0.00174,-0.02912
2024-03-31,2.416,1.235,17.15,0.00096,-0.00353,0.01531,-0.03671
2024-04-30,2.423,1.239,16.44,0.00603,0.01432,0.06514,-0.04436
2024-05-31,2.38,1.33,18.41,0.01056,0.0048,0.04875,0.05246
2024-06-30,2.363,1.348,13.84,-0.00675,-0.01975,0.02715,0.00563
2024-07-31,2.209,1.41,13.2,0.00214,0.00251,0.00549,-0.01611
2024-08-31,2.304,1.228,14.96,-0.01205,0.00577,0.06346,-0.06679
2024-09-30,2.208,1.311,15.76,-0.00743,0.00791,0.05539,-0.11046
2024-10-31,2.18,1.436,16.86,-0.01124,-0.00413,0.02067,-0.10118
2024-11-30,2.252,1.591,15.82,0.00357,-0.01418,-0.03037,-0.16936
2024-12-31,2.297,1.559,15.85,-0.00032,0.00532,-0.04997,0.02246
2025-01-31,2.232,1.608,13.9,-0.00267,-0.00175,0.02714,-0.04973
2025-02-28,2.263,1.592,13.59,0.0017,0.00234,0.04538,-0.01219
2025-03-31,2.291,1.574,12.89,-0.00619,0.00851,-0.06836,0.00103
2025-04-30,2.312,1.603,12.07,-0.02367,-0.00451,-0.02245,0.0527
2025-05-31,2.367,1.763,10.56,-0.00547,-0.0089,0.0589,-0.05586
2025-06-30,2.324,1.781,15.95,0.01835,-0.00348,0.03557,0.15061
2025-07-31,2.352,1.792,14.74,-0.00753,-0.00403,0.01025,-0.02961
2025-08-31,2.485,1.72,14.45,0.0032,-0.00061,-0.00338,-0.01569
2025-09-30,2.585,1.787,17.11,0.00279,-0.00621,0.04625,0.12026
2025-10-31,2.667,1.706,17.83,-0.01674,-0.03056,-0.02864,0.06912
2025-11-30,2.644,1.678,16.37,-0.02394,-0.00772,-0.0101,-0.04006
2025-12-31,2.787,1.675,18.04,0.00982,-0.02057,-0.00712,-0.08018
2026-01-31,2.809,1.587,21.97,0.00471,-0.00121,0.02538,0.17377
2026-02-28,2.853,1.584,22.55,-0.00858,0.00027,0.04438,-0.02291
2026-03-31,2.699,1.502,22.47,0.01994,0.00329,0.01215,-0.07297
2026-04-30,2.662,1.579,24.08,0.01317,0.00641,-0.02009,-0.1053
2026-05-31,2.639,1.545,18.47,0.03248,-0.00614,0.06781,-0.04365
2026-06-30,2.681,1.648,18.11,0.02113,0.01554,0.07142,0.18146
2026-07-31,2.671,1.584,18.41,0.00683,-0.0057,0.03919,0.02011
2026-08-31,2.704,1.465,20.79,-0.01772,-0.01223,0.02586,0.0042
2026-09-30,2.59,1.53,18.99,-0.00289,-0.00759,-0.03461,-0.02884
2026-10-31,2.596,1.661,18.72,-0.00325,0.01178,0.01832,-0.10626
2026-11-30,2.634,1.573,20.82,0.01065,0.00603,0.0289,-0.02249
