date,regime,eq_ret,yield10,bond_gov_ret,rf,alt_pe_ret,alt_pe_rep_ret,cpi
2012-10-31,0,-0.05108,3.074,-0.00712,0.00214,-0.05405,-0.01671,0.00505
2012-11-30,0,-0.01452,3.103,0.00056,0.00217,-0.06371,-0.03316,-0.00016
2012-12-31,0,-0.01325,3.015,0.00863,0.0021,0.01663,-0.01573,0.00158
2013-01-31,0,0.01322,3.077,-0.00175,0.00215,0.00037,-0.0101,0.00601
2013-02-28,0,0.01674,3.023,0.00625,0.0021,0.01621,-0.00089,0.0018
2013-03-31,0,0.01866,3.294,-0.01616,0.00233,0.00199,0.00012,-0.00057
2013-04-30,0,0.02584,3.022,0.02152,0.0021,0.06172,0.02168,0.00189
2013-05-31,0,0.05153,3.241,-0.01264,0.00228,0.02712,0.02358,0.00369
2013-06-30,0,0.00171,3.064,0.01498,0.00214,-0.01846,0.00887,0.00168
2013-07-31,0,0.0028,2.936,0.01137,0.00203,0.02066,0.01299,0.00196
2013-08-31,0,-0.0087,2.851,0.00837,0.00196,-0.0092,0.00523,-0.00062
2013-09-30,0,0.02678,2.637,0.01714,0.00178,0.01368,0.00819,-0.00199
2013-10-31,0,0.00097,2.472,0.01361,0.00164,0.001,0.00567,0.00076
2013-11-30,0,0.04495,2.77,-0.01852,0.00189,0.05482,0.02287,0.00294
2013-12-31,0,0.00253,2.843,-0.00276,0.00195,-0.01585,0.00932,0.0036
2014-01-31,0,-0.00055,2.641,0.01631,0.00178,0.02839,0.01599,0.00187
2014-02-28,0,0.02839,2.858,-0.01276,0.00196,0.04257,0.0253,0.00191
2014-03-31,0,0.04052,3.008,-0.008,0.00209,0.03522,0.02877,0.00143
2014-04-30,0,0.00692,3.243,-0.01376,0.00229,0.04471,0.03435,0.00396
2014-05-31,0,0.00947,3.218,0.00444,0.00226,0.02408,0.03076,0.00025
2014-06-30,0,0.02664,3.133,0.00857,0.00219,0.0007,0.02024,0.00128
2014-07-31,0,-0.00315,3.015,0.01077,0.0021,-0.02802,0.00335,0.00375
2014-08-31,0,0.00308,3.072,-0.00149,0.00214,-0.01967,-0.00471,0.00021
2014-09-30,0,0.03491,3.287,-0.01227,0.00232,0.05158,0.01499,-0.0002
2014-10-31,0,-0.01297,3.472,-0.01004,0.00248,0.00272,0.0107,-0.00213
2014-11-30,0,0.0095,3.607,-0.00645,0.00259,0.02358,0.01521,0.0029
2014-12-31,0,0.01794,3.64,0.00071,0.00262,0.01768,0.01607,0.00239
2015-01-31,0,0.00957,3.42,0.01826,0.00243,0.01527,0.01579,0.00045
2015-02-28,0,0.00503,3.585,-0.00857,0.00257,-0.00962,0.0069,0.00283
2015-03-31,0,0.00486,3.735,-0.00737,0.0027,-0.03147,-0.00653,0.00595
2015-04-30,0,0.0084,3.758,0.00147,0.00272,0.01348,0.00047,0.00156
2015-05-31,0,0.02479,3.86,-0.0039,0.0028,0.01352,0.00504,0.00261
2015-06-30,0,0.0505,4.03,-0.00852,0.00294,0.06613,0.02642,0.00327
2015-07-31,0,0.07342,4.122,-0.00306,0.00302,0.07571,0.04367,-0.00025
2015-08-31,0,0.0285,4.148,0.00165,0.00304,0.04857,0.04539,0.00014
2015-09-30,0,0.03254,4.32,-0.00842,0.00318,0.06654,0.05279,0.00047
2015-10-31,0,-0.00495,4.364,0.00057,0.00322,0.00611,0.03645,0.00387
2015-11-30,0,-0.0048,4.33,0.00595,0.00319,-0.00293,0.02267,0.00177
2015-12-31,0,0.04778,4.413,-0.00214,0.00326,0.08341,0.04393,0.00339
2016-01-31,0,0.01255,4.399,0.00464,0.00325,0.02147,0.03607,0.00362
2016-02-29,0,0.02284,4.294,0.01096,0.00316,0.0451,0.03923,0.00355
2016-03-31,0,0.00596,4.543,-0.01367,0.00337,0.00817,0.02836,0.00106
2016-04-30,0,0.02241,4.494,0.00721,0.00333,0.01771,0.02463,0.00181
2016-05-31,0,0.03262,4.46,0.00606,0.0033,0.04283,0.031,0.0026
2016-06-30,0,0.02955,4.044,0.03248,0.00295,-0.00526,0.01831,0.00092
2016-07-31,0,0.00187,4.049,0.00305,0.00296,0.02291,0.01992,0.00121
2016-08-31,0,0.04477,4.234,-0.00942,0.00311,0.07671,0.03979,0.0014
2016-09-30,1,0.0287,3.992,0.02027,0.00291,0.0138,0.0307,0.00148
2016-10-31,0,-0.0143,4.093,-0.0037,0.00299,-0.00997,0.01646,0.00076
2016-11-30,0,0.02003,3.971,0.01191,0.00289,-0.00822,0.00782,0.00512
2016-12-31,0,0.01954,3.817,0.01394,0.00276,-0.00073,0.00483,0.00301
2017-01-31,0,-0.00886,3.541,0.02223,0.00253,-0.01428,-0.00186,0.00072
2017-02-28,0,0.01314,3.436,0.01022,0.00245,0.00584,0.00083,0.00205
2017-03-31,0,0.01665,3.38,0.00678,0.0024,0.01725,0.00658,0.00245
2017-04-30,0,0.02063,3.301,0.00825,0.00233,0.03771,0.01748,0.00541
2017-05-31,0,-0.00967,3.262,0.00544,0.0023,0.00437,0.01289,-0.00029
2017-06-30,0,0.01439,3.203,0.00682,0.00225,0.01149,0.0124,0.00086
2017-07-31,1,0.06047,3.119,0.00844,0.00218,0.04187,0.02271,0.00448
2017-08-31,0,0.00342,3.101,0.00391,0.00217,-0.00272,0.01381,0.00146
2017-09-30,0,0.03843,3.386,-0.01715,0.0024,0.06991,0.03345,0.00225
2017-10-31,0,0.01193,3.442,-0.00105,0.00245,0.0256,0.0307,0.00325
2017-11-30,0,0.07587,3.54,-0.00394,0.00253,0.09484,0.05315,0.00301
2017-12-31,0,0.04072,3.444,0.00964,0.00245,0.03953,0.04838,0.00143
2018-01-31,0,0.04283,3.58,-0.00655,0.00257,0.0502,0.04902,0.00174
2018-02-28,0,0.00124,3.524,0.00682,0.00252,-0.03356,0.02012,0.00119
2018-03-31,0,0.04799,3.721,-0.01068,0.00268,0.03545,0.02548,0.0022
2018-04-30,0,0.00129,3.641,0.00867,0.00262,0.01447,0.02163,0.00312
2018-05-31,0,0.02002,3.757,-0.00505,0.00271,0.01866,0.02059,0.00392
2018-06-30,0,-0.00821,3.971,-0.01163,0.00289,-0.02345,0.00517,0.00244
2018-07-31,0,0.03429,3.964,0.0038,0.00289,0.04277,0.01833,0.00235
2018-08-31,0,0.03364,3.998,0.00092,0.00292,0.02442,0.02047,-0.00122
2018-09-30,0,0.01006,4.174,-0.00883,0.00306,0.01471,0.01845,0.00244
2018-10-31,0,0.01123,4.181,0.00301,0.00307,0.02803,0.02181,0.00113
2018-11-30,1,-0.08273,3.942,0.02004,0.00287,-0.12277,-0.0288,0.00327
2018-12-31,0,0.00882,4.07,-0.00562,0.00298,0.04881,-0.00163,0.0016
2019-01-31,0,0.00302,3.775,0.02383,0.00273,-0.01923,-0.00779,0.00503
2019-02-28,0,0.00273,3.682,0.00959,0.00265,0.0049,-0.00335,0.00132
2019-03-31,0,0.01602,3.749,-0.00161,0.00271,-0.02752,-0.01181,0.00143
2019-04-30,0,-0.0229,3.825,-0.00213,0.00277,-0.00219,-0.00844,0.00415
2019-05-31,0,0.02696,3.616,0.0177,0.0026,0.06449,0.01708,0.00329
2019-06-30,0,-0.02247,3.416,0.01685,0.00243,-0.0431,-0.00398,0.00017
2019-07-31,0,0.01168,3.651,-0.01343,0.00263,0.03147,0.00843,0.00279
2019-08-31,0,0.00304,3.462,0.01608,0.00247,0.00339,0.00667,0.00358
2019-09-30,0,-0.01591,3.393,0.00765,0.00241,-0.04597,-0.01176,0.00102
2019-10-31,0,0.03629,3.465,-0.00216,0.00247,0.04076,0.00662,0.0007
2019-11-30,0,-0.00617,3.487,0.00136,0.00249,-0.00161,0.00374,-0.00216
2019-12-31,0,0.02566,3.313,0.01496,0.00234,0.01022,0.00601,-0.00187
2020-01-31,0,0.05092,3.55,-0.01361,0.00254,0.03412,0.01585,0.0036
2020-02-29,0,0.06979,3.595,-0.00019,0.00258,0.09391,0.04317,0.00305
2020-03-31,0,-0.01732,3.613,0.0018,0.00259,-0.02809,0.01823,0.00113
2020-04-30,0,-0.01609,3.619,0.00256,0.0026,0.00709,0.01433,0.00119
2020-05-31,0,0.02965,3.719,-0.00391,0.00268,0.02778,0.01904,0.00397
2020-06-30,0,-0.00087,3.771,-0.00048,0.00273,0.00524,0.01421,0.00153
2020-07-31,0,0.06569,3.759,0.00395,0.00272,0.08912,0.04043,0.00148
2020-08-31,0,0.03622,3.934,-0.00893,0.00286,0.02815,0.03613,0.00037
2020-09-30,0,0.00493,4.144,-0.01122,0.00304,0.04415,0.03894,0.0024
2020-10-31,0,0.03609,4.0,0.01334,0.00292,0.03704,0.03828,-0.0008
2020-11-30,0,-0.00127,4.085,-0.00249,0.00299,0.00592,0.02695,0.00139
2020-12-31,0,0.00806,3.803,0.02287,0.00275,0.00625,0.01971,0.00295
2021-01-31,0,-0.00183,3.608,0.01664,0.00259,-0.01665,0.00698,0.00115
2021-02-28,0,0.01636,3.614,0.00263,0.00259,0.02717,0.01405,0.00026
2021-03-31,0,0.01009,3.565,0.00638,0.00255,0.03609,0.02176,0.00249
2021-04-30,0,-0.00133,3.449,0.01101,0.00246,0.00019,0.01421,0.00044
2021-05-31,0,0.01359,3.654,-0.01129,0.00263,0.01095,0.01307,0.00154
2021-06-30,0,0.00501,3.58,0.00814,0.00257,0.02134,0.01597,0.0019
2021-07-31,0,-0.04499,3.366,0.01781,0.00239,-0.02353,0.00214,0.00231
2021-08-31,0,0.00443,3.463,-0.0039,0.00247,-0.03481,-0.01079,-0.00143
2021-09-30,0,0.01541,3.34,0.01136,0.00237,-0.00152,-0.00755,0.00277
2021-10-31,0,0.01057,3.108,0.01885,0.00217,-0.00427,-0.0064,-0.00248
2021-11-30,0,-0.00502,3.021,0.00863,0.0021,-0.00734,-0.00673,-7e-05
2021-12-31,0,0.00601,3.08,-0.00158,0.00215,-0.00579,-0.0064,0.00478
2022-01-31,0,0.00592,3.14,-0.00161,0.0022,-0.0112,-0.00808,0.00217
2022-02-28,0,0.00571,3.356,-0.01232,0.00238,0.02934,0.00502,-0.00033
2022-03-31,0,0.02441,3.522,-0.0087,0.00252,0.03556,0.01571,0.00279
2022-04-30,0,0.00264,3.34,0.01558,0.00237,0.02994,0.02069,0.00334
2022-05-31,0,0.01481,3.529,-0.0103,0.00252,0.00605,0.01557,-0.00104
2022-06-30,0,0.03272,3.61,-0.00269,0.00259,0.03675,0.02298,0.00118
2022-07-31,0,-0.00921,3.687,-0.00229,0.00266,-0.02926,0.00469,4e-05
2022-08-31,0,0.0183,3.577,0.01066,0.00256,0.02516,0.01186,0.00112
2022-09-30,0,0.03976,4.087,-0.03225,0.00299,0.02467,0.01634,-0.00049
2022-10-31,0,-0.01138,4.099,0.00258,0.003,-0.05558,-0.00883,0.00054
2022-11-30,0,-0.0048,4.419,-0.01874,0.00327,-0.01786,-0.01199,0.00368
2022-12-31,0,0.01486,4.684,-0.01464,0.00349,0.01348,-0.00308,0.00256
2023-01-31,0,-0.00331,4.534,0.01429,0.00336,-0.00427,-0.0035,0.00448
2023-02-28,0,-0.1498,4.292,0.0205,0.00316,-0.14812,-0.05411,0.00582
2023-03-31,0,0.02807,3.919,0.02938,0.00285,0.04271,-0.02022,0.00637
2023-04-30,0,-0.01275,4.095,-0.00889,0.003,-0.0091,-0.01633,0.00365
2023-05-31,0,0.00992,4.022,0.00842,0.00294,0.04592,0.00546,0.00313
2023-06-30,0,0.02857,3.75,0.02217,0.00271,0.03421,0.01552,0.00186
2023-07-31,0,0.03117,3.774,0.00146,0.00273,0.02069,0.01733,0.00314
2023-08-31,0,0.00908,4.073,-0.01751,0.00298,-0.02055,0.00407,0.00371
2023-09-30,0,-0.01212,3.989,0.00921,0.00291,0.00322,0.00378,0.0049
2023-10-31,0,-0.00909,4.076,-0.00269,0.00298,-0.00461,0.00084,0.00143
2023-11-30,0,-0.00256,4.18,-0.0038,0.00307,0.0009,0.00086,0.00041
2023-12-31,0,-0.08029,4.353,-0.00849,0.00321,-0.03478,-0.01161,0.00683
2024-01-31,0,-0.06469,4.425,-0.00134,0.00327,-0.06456,-0.03014,0.00655
2024-02-29,1,0.04366,4.096,0.02642,0.003,0.04723,-0.00306,0.00235
2024-03-31,0,-0.02169,4.029,0.00804,0.00294,-0.03852,-0.01547,-9e-05
2024-04-30,0,0.0282,4.385,-0.02123,0.00324,0.02571,-0.00106,0.00022
2024-05-31,0,0.0453,4.255,0.0126,0.00313,0.03404,0.01123,-0.0016
2024-06-30,0,0.01448,4.31,-0.00025,0.00318,0.04409,0.02273,0.00433
2024-07-31,0,0.03034,4.257,0.00724,0.00313,0.04365,0.03005,0.00271
2024-08-31,0,-0.02679,4.313,-0.00027,0.00318,0.00582,0.02157,0.00036
2024-09-30,0,-0.00903,4.087,0.01918,0.00299,0.00281,0.015,0.00208
2024-10-31,0,-0.03399,3.993,0.00991,0.00291,-0.02276,0.00179,0.00167
2024-11-30,0,0.0025,3.984,0.00395,0.0029,0.00341,0.00235,-0.00046
2024-12-31,0,-0.05614,3.808,0.01553,0.00276,-0.07385,-0.02432,0.0015
2025-01-31,0,0.03744,3.877,-0.0016,0.00281,0.03796,-0.00252,0.00238
2025-02-28,0,0.01433,3.584,0.02346,0.00257,0.0018,-0.00101,0.00237
2025-03-31,0,0.03407,3.833,-0.01424,0.00278,0.07188,0.0245,0.00228
2025-04-30,0,0.00013,3.945,-0.00449,0.00287,-0.00482,0.01424,0.0007
2025-05-31,0,-0.01328,3.834,0.01096,0.00278,-0.00496,0.00752,0.00592
2025-06-30,0,0.02258,4.019,-0.00966,0.00293,-0.00772,0.00219,0.00379
2025-07-31,0,0.00666,4.159,-0.00629,0.00305,0.01812,0.00776,-0.00243
2025-08-31,0,0.01219,4.043,0.0115,0.00295,0.02195,0.01273,-0.00179
2025-09-30,0,0.00286,3.824,0.01851,0.00277,0.00094,0.0086,-0.00074
2025-10-31,0,-0.01987,3.542,0.02266,0.00254,-0.05002,-0.01191,0.00205
2025-11-30,0,0.06,3.257,0.02267,0.0023,0.02235,8e-05,0.00377
2025-12-31,0,-0.01441,3.329,-0.00226,0.00236,-0.02337,-0.00813,0.00466
2026-01-31,0,-0.00499,3.169,0.01387,0.00222,0.00899,-0.00214,0.00203
2026-02-28,0,0.04257,3.363,-0.01078,0.00239,0.02846,0.00857,0.00561
2026-03-31,0,-0.09243,3.39,0.00088,0.00241,-0.11505,-0.03469,-0.00337
2026-04-30,0,0.00217,3.678,-0.01709,0.00265,-0.00285,-0.02355,0.00134
2026-05-31,0,-0.01314,3.792,-0.00478,0.00274,-0.02786,-0.02506,-1e-05
2026-06-30,0,0.00687,3.888,-0.00353,0.00282,0.00468,-0.01465,0.00272
2026-07-31,0,0.07557,4.038,-0.00711,0.00295,0.08676,0.02085,0.00133
2026-08-31,0,0.01378,4.421,-0.02312,0.00327,0.06892,0.03767,0.00268
2026-09-30,0,0.02947,4.509,-0.00236,0.00334,0.05129,0.04244,0.0002
2026-10-31,0,0.01891,4.48,0.00576,0.00332,0.03951,0.04141,0.00129
2026-11-30,0,0.01546,4.491,0.00291,0.00333,0.01428,0.03192,0.0021
