date,eq_kr_ret,eq_dm_ret,eq_em_ret,bond_ktb_ret,bond_gl_ret,reit_ret,cmdty_ret,month_id
2010-05-04,0.0029411,0.0088496,-0.0008549,-0.0029147,0.0020475,-0.0039563,0.0038306,36
2010-05-05,0.0074776,0.0034761,-0.0045295,0.0027616,-0.0012465,0.0051029,0.0021199,36
2010-05-06,-0.0001575,0.0018604,-0.0059603,-0.0003426,0.0039095,0.0039194,0.0050224,36
2010-05-07,0.0078603,0.0002793,-0.0073896,-0.0036191,-0.0039726,-0.0026427,-0.009042,36
2010-05-10,-0.0135322,0.0017379,-0.0098631,0.0050786,0.0055972,0.0122905,0.0087826,36
2010-05-11,-0.0134299,-0.0134611,-0.0060499,0.0066703,0.0024862,-0.0033086,0.0014277,36
2010-05-12,0.0247159,0.0120764,0.0224434,0.0032095,-0.0006876,0.0186216,0.0002256,36
2010-05-13,0.0160926,0.0002262,0.0127274,0.0030325,0.0007059,-0.0101268,-0.0026684,36
2010-05-14,-0.0028351,-0.0054917,-0.0114924,0.000519,0.0012239,-0.0188646,-0.0140581,36
2010-05-17,-0.0127004,-0.0168105,-0.0084441,-0.0007346,-0.0024373,-0.0125328,0.0023277,36
2010-05-18,-0.0077622,-0.0008445,-0.0003216,-0.0017276,-0.0050463,-0.0210644,0.0011255,36
2010-05-19,0.0126576,0.0084534,0.0124688,-0.0037174,-0.0021984,0.0107238,0.0016983,37
2010-05-20,0.020311,0.0003933,-6.88e-05,0.0008046,0.0049353,0.0026069,0.0099994,37
2010-05-21,0.0159289,0.019187,0.0111663,0.0002271,0.0014573,0.03155,0.0228308,37
2010-05-24,-0.0046144,0.0008751,-0.0060581,0.0014918,0.002889,0.0094536,0.0183486,37
2010-05-25,-0.0101186,-0.0078091,-0.0005769,0.0028832,0.0010172,-0.0031728,-0.0010078,37
2010-05-26,-0.0018921,-0.0066419,-0.0109589,0.0002721,-0.0022827,-0.0043184,-0.0064296,37
2010-05-27,0.0040841,-0.0162959,-0.0036046,0.0033387,0.0011094,-0.0216406,-0.0190015,37
2010-05-28,-0.0064792,0.0008954,-0.0165646,-2.48e-05,-0.0011432,0.0033095,-0.0054783,37
2010-05-31,-0.0121135,-0.0102247,-0.0079244,0.0012981,0.0005457,-0.0052325,0.000417,37
2010-06-01,-0.0188053,-0.01622,-0.0088572,0.002325,0.0018051,-0.0072447,0.0049421,37
2010-06-02,-0.0172437,-0.0159486,-0.0053814,-0.0007759,-0.003661,-0.0050381,0.0033327,37
2010-06-03,0.0170051,0.0073757,0.011631,-0.0076615,-0.0052827,0.0043612,0.0059469,37
2010-06-04,-0.0166299,-0.0198537,-0.01031,-0.0018369,-0.0007193,-0.0072865,0.0073367,37
2010-06-07,-0.007671,-0.0105054,-0.0187577,-0.0039309,-0.0050855,-0.0119791,-0.0078738,37
2010-06-08,0.0070542,0.0079313,-0.006432,-0.0024681,-0.0047659,0.0109412,-0.0125502,37
2010-06-09,0.0045817,-0.0096367,-0.0240191,0.0012187,0.0013714,-0.022978,0.0086918,37
2010-06-10,0.0294788,0.0084198,0.0023388,0.0044534,0.0060578,0.0114661,0.0029946,37
2010-06-11,-0.0013713,-0.0030164,0.0025501,-0.0031912,-0.005598,-0.008104,0.0128022,37
2010-06-14,-0.0068186,5.29e-05,0.0164993,0.0018529,-0.0015179,0.0010767,0.004251,37
2010-06-15,-0.0045749,-0.001402,-0.0002254,-0.0005448,-0.0048479,-0.000725,-0.001174,37
2010-06-16,-0.0211925,-0.0055259,-0.0136557,-0.0021626,-0.0036447,-0.0149547,0.0036149,37
2010-06-17,-0.0002204,0.0052689,-0.0028568,-0.0021411,0.0004282,0.0058884,-0.0106924,38
2010-06-18,-0.0077371,-0.0001835,-0.0065135,-0.0019822,-0.0045919,-0.0101083,-0.0042249,38
2010-06-21,0.012302,0.0086347,0.0099208,-0.0013104,0.00197,0.0037525,-0.0108008,38
2010-06-22,0.0115881,0.0001679,-0.0028686,0.0020619,0.0089242,0.0044553,-0.0056106,38
2010-06-23,0.0049393,0.0129663,0.0043289,-0.0004141,0.0012883,0.0024032,0.010565,38
2010-06-24,0.0012515,0.0056228,0.0066123,-0.0025124,-0.0052831,0.0132974,-0.0115729,38
2010-06-25,0.0080975,0.0084816,0.0219281,-0.0025345,-0.0040618,0.0022769,0.0030264,38
2010-06-28,0.0091169,-0.0052104,0.0155169,2.18e-05,0.0048036,-0.0046142,0.0140932,38
2010-06-29,-0.0042619,-0.0123213,-0.0014723,0.0027484,0.0033649,0.0154416,-0.0085411,38
2010-06-30,0.0093338,-0.003984,0.0002119,0.0025118,-0.0018535,-0.0051384,-0.0152249,38
2010-07-01,-0.0195663,-0.0280285,-0.0130891,0.0036099,-0.0015814,-0.0210768,0.0006703,38
2010-07-02,-0.0021335,-0.0123441,-0.0086107,4.56e-05,-0.002406,-0.0161301,-0.008042,38
2010-07-05,0.0030074,0.0024434,0.0040186,0.0028991,0.0037234,0.0062917,0.0051232,38
2010-07-06,-0.0125808,-0.0155698,-0.0097589,-0.0005434,0.00034,-0.0084931,-0.0054753,38
2010-07-07,0.0035025,0.008353,-0.0004042,0.0056268,0.0065089,0.0048886,0.0053127,38
2010-07-08,0.0031874,-0.0041225,-0.0111089,0.0021949,-0.003664,-0.010478,-0.0043686,38
2010-07-09,0.0133127,0.0049961,0.0166059,0.0008597,-0.0036022,0.0146329,0.0023276,38
2010-07-12,0.0148869,0.0090062,0.0248805,0.0001223,0.0044953,0.0017458,-0.0145162,38
2010-07-13,0.0039285,-0.0025339,0.0111157,0.0012085,0.0076547,0.0032891,0.0043605,38
2010-07-14,-0.0043339,0.0080909,0.0051213,-0.0026979,-0.0022826,-0.0037315,0.0022052,38
2010-07-15,0.0119946,0.0144211,0.02257,-0.0007735,0.002013,0.0165859,0.0033,38
2010-07-16,0.0023436,0.002376,0.0089971,-0.0006615,0.0004778,-0.0059266,-0.0004451,39
2010-07-19,0.0287257,0.0043104,0.017901,-0.0010739,-0.0008863,-0.0062287,0.006731,39
2010-07-20,-0.0108831,-0.0094175,-0.0084118,-0.0026729,-0.0013751,-0.0135027,-0.0049397,39
2010-07-21,-0.0005693,0.0104576,-0.0004686,0.0020666,-0.0020802,0.014967,0.0045706,39
2010-07-22,-0.0007022,0.0062459,0.010602,0.0004618,0.0004515,-0.008239,0.0066176,39
2010-07-23,-0.0089847,-0.0205277,-0.0150821,0.0065045,0.000706,-0.0161161,-0.0075473,39
2010-07-26,-0.0058999,-0.00495,-0.0074136,-0.0046049,0.0003603,-0.0051729,0.0036017,39
2010-07-27,-0.0295914,-0.0004715,-0.0058559,-0.0026589,-0.003823,-0.0085664,-0.0046719,39
2010-07-28,0.0187685,0.0137755,0.0238964,-0.0022969,-0.0047619,-0.0067814,0.0155615,39
2010-07-29,0.0021205,0.0037191,-0.0024339,0.0018182,-0.0018598,-0.0030758,-0.0018693,39
2010-07-30,0.0273205,0.0079684,0.0101146,-0.0011432,0.0022932,-0.0072191,-0.0037921,39
2010-08-02,0.012279,0.0091314,0.0121588,0.0009207,0.0016368,0.0206923,0.0017279,39
2010-08-03,-0.0303734,-0.0255579,-0.0355725,0.0046652,0.0007983,-0.0242564,0.021448,39
2010-08-04,0.0165182,0.008098,0.0151474,0.0003066,-0.0010452,0.0270499,0.0099866,39
2010-08-05,0.0049823,0.0033843,0.0083808,0.0021279,0.006826,0.000716,0.0120689,39
2010-08-06,-0.0058017,-0.0232012,-0.0145997,0.0140827,0.0089069,0.00415,-0.0148581,39
2010-08-09,0.0025238,-0.0004858,-0.0031705,-0.0013225,-0.0053614,-0.007009,0.0010475,39
2010-08-10,-0.0041603,0.003574,0.0042131,0.000218,-0.0041456,0.0053496,-0.0023496,39
2010-08-11,0.0044854,0.0066896,0.0061618,-0.0001546,0.0028024,-0.0120045,-0.0053325,39
2010-08-12,-0.000152,0.0047433,0.0193492,-0.000183,0.0030546,-0.0119906,0.0068818,39
2010-08-13,0.0078801,-0.0062474,-0.0087867,0.0020246,0.0042158,-0.0105313,-0.019882,39
2010-08-16,-0.0258546,-0.0144576,-0.0266378,0.0064301,0.0044139,-0.0015412,-0.0127285,40
2010-08-17,-0.0013383,-0.0080233,-0.0023441,5.1e-06,-0.0041667,-0.0102079,-0.0158181,40
2010-08-18,0.0159834,0.0083401,0.0237051,-0.0047684,-0.0050559,0.006322,0.0110341,40
2010-08-19,-0.020318,-0.006078,-0.0206018,0.0002473,0.0001486,-0.0107718,0.0015979,40
2010-08-20,-0.0115137,-0.0005513,-0.0092393,0.0030031,0.0049707,-0.004462,9.09e-05,40
2010-08-23,-0.004677,0.0006161,-0.0037014,-0.0020583,-0.0025932,0.0017146,-0.0018092,40
2010-08-24,0.013254,0.0020373,0.0072934,-0.0023786,0.0017214,-0.0042179,0.0020346,40
2010-08-25,0.0084624,-0.0178397,0.008015,-0.0058274,-0.0030846,-0.0024699,0.0010723,40
2010-08-26,-0.0030025,-0.0087612,-0.0071535,-0.0021234,-0.0032052,-0.0169142,0.006816,40
2010-08-27,-0.0113817,-0.0142295,-0.0124073,-0.0009715,-0.0046262,-0.0148464,0.0001899,40
2010-08-30,0.0077726,-0.0048658,0.00268,0.0036631,0.0037414,0.0068244,0.003526,40
2010-08-31,0.0156194,-0.0018811,0.0089929,0.0002628,0.0005315,0.0149236,-0.0069768,40
2010-09-01,-0.0011004,0.0075003,0.0082542,0.0034846,0.0037066,-0.0048845,-0.0149306,40
2010-09-02,-0.0223176,-0.0059665,-0.0163577,0.0014124,-9.57e-05,-0.0134593,-0.0182293,40
2010-09-03,0.0138872,0.0069491,-0.0093894,0.0016119,-0.0054866,0.0017463,0.0023503,40
2010-09-06,0.0006082,0.0049588,-0.0056758,-0.0019652,0.0005579,0.0080618,0.0003878,40
2010-09-07,-0.0104758,-0.003602,-0.0088523,0.0034484,-0.0002309,-0.0005334,-0.0217575,40
2010-09-08,-0.0091119,-0.0101285,-0.0166493,0.0015474,-0.0008173,-0.0087796,-0.015577,40
2010-09-09,0.0099841,-0.0007677,-0.0001297,0.0001967,0.0014101,-0.0022663,0.0201138,40
2010-09-10,0.0134328,0.0045293,0.0123305,0.0001973,0.005222,0.0234826,0.0180002,40
2010-09-13,-0.0033394,0.0150647,0.005343,-0.00214,0.0001795,0.0169919,0.0063963,40
2010-09-14,0.0005699,0.0059467,0.0152637,-0.0036181,-3.72e-05,0.0123915,0.0037597,41
2010-09-15,0.0075113,0.005486,0.0219031,-0.0002348,-0.0021097,0.0054232,0.0187608,41
2010-09-16,-0.0060646,0.0106014,0.0017614,-0.0009343,0.0003139,-0.002888,0.0081507,41
2010-09-17,-0.0057569,-0.00619,-0.0177823,0.0021625,-0.0006403,0.0113985,-0.0124796,41
2010-09-20,-0.009998,-0.0065043,-0.0040091,0.0025457,0.0039523,0.0088532,0.0126794,41
2010-09-21,-0.0126308,0.0053341,0.0041868,0.0035116,0.0017482,0.0117234,0.002396,41
2010-09-22,0.0084276,0.004262,0.0059157,0.0013856,0.0048061,0.004986,-0.0032282,41
2010-09-23,7.36e-05,0.0103518,0.0086658,0.0009139,-0.002744,8.81e-05,-0.0002978,41
2010-09-24,-0.0173118,0.0014176,0.0035449,-0.0006555,-0.0024445,9.77e-05,0.0121327,41
2010-09-27,-0.0198738,-0.01701,-0.0045645,0.0037974,0.0003661,0.0052984,-0.0156376,41
2010-09-28,-0.006882,-0.0123296,-0.0185541,0.000553,-0.0020051,-0.0136851,-0.0186085,41
2010-09-29,-0.0010838,-0.0139541,-0.008091,-0.0040285,-0.0052816,-0.0130796,-0.0067218,41
2010-09-30,-0.0234419,-0.011185,-0.0134176,-0.0011228,0.0014827,-0.0129185,-0.0188058,41
2010-10-01,-0.0135361,-0.0037557,-0.0074061,0.003192,-0.0033588,-0.0080607,0.0132265,41
2010-10-04,0.0091765,0.0012839,0.0024085,0.0026819,-0.0007203,-0.0040654,0.0007248,41
2010-10-05,0.0154362,0.0170694,0.0187119,0.0011594,0.0037813,0.0110092,0.0009194,41
2010-10-06,-0.0162262,-0.0127644,-0.0043148,0.0031129,0.0016092,-0.0025273,-0.006456,41
2010-10-07,0.0090217,0.0144729,0.0155564,-0.004728,0.0012392,0.0060934,0.0231919,41
2010-10-08,0.0180101,0.0090186,0.0099898,0.0015963,-0.0019842,0.0049009,-0.0019319,41
2010-10-11,-0.0254144,-0.0169856,-0.0192812,0.0020786,0.0043144,-0.0151259,-0.0133034,41
2010-10-12,-0.011921,-0.0022106,0.0085934,-0.0043242,-0.0020934,0.0041982,0.0086771,41
2010-10-13,-0.0072671,-0.0073287,-0.021244,0.0031834,0.00573,-0.0135863,-0.0210464,42
2010-10-14,0.011774,-0.00389,-0.0056261,0.0027978,0.0004026,-0.0070646,0.0061483,42
2010-10-15,-0.0148888,-0.0050462,-0.0140969,-0.0044924,-0.0040333,-0.0159514,0.0006798,42
2010-10-18,-0.0021999,-3.67e-05,-0.0007318,-0.000642,0.0001801,0.0059048,0.0042224,42
2010-10-19,-0.0147601,-0.0002033,-0.0078266,-0.0023863,0.00286,-0.0081873,0.0018874,42
2010-10-20,-0.002664,-0.0005634,-0.0017683,0.00227,-0.0024771,-0.0042098,-0.003812,42
2010-10-21,-0.0071904,0.0147406,0.0012616,0.0072693,0.005163,0.0051386,-0.0061228,42
2010-10-22,0.0003624,0.0034485,0.0140676,-0.0005441,-0.0057125,0.0080922,0.0078186,42
2010-10-25,0.005163,0.0122229,0.0139344,-0.0060174,0.0007949,-0.009146,0.0112511,42
2010-10-26,0.0004788,-0.0102554,-0.0013148,0.0009099,-0.0022529,-0.0186452,0.010141,42
2010-10-27,-0.008774,-0.0202213,-0.0136902,-0.0018694,0.00053,-0.012595,-0.0129921,42
2010-10-28,0.012604,0.0091718,0.0202352,-0.0036295,-0.0066125,0.0166826,-0.0029727,42
2010-10-29,-0.0002736,-0.0017001,-0.0015297,0.002773,-0.0018213,-0.0068715,0.0098503,42
2010-11-01,-0.008336,-0.0127882,-0.0094726,-0.0027343,-0.0005232,-0.0255003,0.0147339,42
2010-11-02,-0.0119154,-0.0080021,-0.0020902,0.0009742,0.0026774,-0.0007043,0.006533,42
2010-11-03,0.0151635,0.0035516,-0.0018366,-0.003487,-0.0008623,-0.0202769,-0.0049135,42
2010-11-04,0.0076826,-0.0098128,0.003159,0.0003623,0.0004144,0.0026377,0.0133218,42
2010-11-05,0.0109214,-0.0046091,0.007383,0.0017125,-0.0020431,-0.0067548,0.0042501,42
2010-11-08,-0.0008885,-0.0014583,-0.0033557,0.0007968,0.0014519,0.0022967,0.0022972,42
2010-11-09,0.0023141,0.0068479,0.0022211,-0.0008022,0.000817,0.0089723,0.0187589,42
2010-11-10,-0.0088339,0.0054451,0.0013638,-0.0077847,-0.0063282,-0.0089986,-0.025287,42
2010-11-11,0.0048574,0.0110084,0.010297,0.0009226,-0.0027056,0.01655,0.0049494,43
2010-11-12,0.0072869,0.0041589,0.012261,-0.0018159,-0.0069162,-0.0192621,-0.0023811,43
2010-11-15,-0.0037748,-0.0096312,-0.0169597,-0.0024808,-0.0016253,-0.0109527,0.0041961,43
2010-11-16,-0.0046935,-0.0152858,-0.0076606,0.0020164,0.0069695,-0.0077124,-0.005532,43
2010-11-17,0.0039873,-0.0012134,0.0140618,0.0029758,-0.0073368,0.0094259,0.0020793,43
2010-11-18,0.0017314,-0.0082494,-0.0210879,0.0005357,0.0049754,-0.0016208,-0.0009492,43
2010-11-19,-0.0005859,0.0041388,0.0162103,0.0002827,0.00715,0.0055888,0.0063255,43
2010-11-22,0.0044879,-0.0022738,-0.0025776,0.0057741,0.0031797,0.0036787,0.0067303,43
2010-11-23,0.0150043,0.0104936,0.0027196,0.0016025,0.0013971,0.0041638,0.0039921,43
2010-11-24,0.0137879,0.0189929,0.0133852,-0.0037884,-0.0024204,0.0038103,-0.0080397,43
2010-11-25,0.0240157,0.0070661,0.0119229,-0.0053927,-0.0088531,0.0022061,-0.0154666,43
2010-11-26,-0.0089372,-0.0131303,0.0055865,-0.0010083,-0.0008428,-0.0143194,-0.0114442,43
2010-11-29,0.0051589,0.0076301,-0.0046085,0.0038732,0.0067199,0.0017994,0.0129438,43
2010-11-30,0.0138866,0.0169268,0.0276226,-0.0014399,0.0005472,0.0115481,0.0142251,43
2010-12-01,-0.011551,0.0093816,0.0027822,-0.0039936,-0.001103,0.0056152,-0.0068879,43
2010-12-02,-0.004514,0.0062496,0.0033237,0.0061293,0.0096843,0.0285072,0.003853,43
2010-12-03,-0.0168689,-0.009881,-0.011744,0.0016234,0.0016079,-0.0182904,-0.0078988,43
2010-12-06,-0.007569,-0.0186907,-0.0138799,-0.0010796,-0.0072089,0.0011671,0.0037873,43
2010-12-07,0.0096111,0.010437,-4.69e-05,-0.0049379,-0.0078503,-0.0091994,-0.0076578,43
2010-12-08,-0.0029757,-0.010912,-0.002152,0.0097409,0.0036253,-0.0102804,-0.0007721,43
2010-12-09,0.003486,0.0064337,0.0179435,0.0008951,0.0039801,0.0111416,0.0054366,43
2010-12-10,-0.0165651,0.0043801,-0.0103467,-0.005235,-0.0044624,-0.0055983,0.0054323,44
2010-12-13,-0.0128211,-0.019164,-0.017275,0.0030614,0.000517,-0.0077353,0.0063104,44
2010-12-14,0.0097027,-0.0022028,-0.0155921,-0.0051267,-0.0021675,-0.0137835,0.0133383,44
2010-12-15,-0.004378,-0.010654,-0.0043326,-0.0030077,-0.0013222,-0.0043399,-0.006732,44
2010-12-16,0.0033814,0.0063389,0.0201934,-0.0029398,-0.0026782,0.0116337,0.0138617,44
2010-12-17,-0.0007185,0.0024401,-0.0123392,0.0021287,0.0075784,0.0116507,-0.0271068,44
2010-12-20,0.0156257,0.0009992,0.001791,-0.0027281,-0.0071825,0.00161,0.000339,44
2010-12-21,0.0104669,0.0039027,0.0177781,0.0012249,0.0072365,0.0192928,0.0221554,44
2010-12-22,0.0033655,0.0024672,-0.0019195,0.0002507,0.0018999,-0.000721,0.0027946,44
2010-12-23,0.0009849,0.0024401,0.0089655,0.0027957,0.0046361,0.0029126,-0.0008375,44
2010-12-24,0.003678,0.0081078,0.005216,5.54e-05,-0.0072054,0.001366,0.0122128,44
2010-12-27,0.0078949,0.0026665,0.0096402,0.0015443,0.0056288,0.0182771,0.0075837,44
2010-12-28,-0.0007592,0.0091226,0.0076418,0.0008216,0.0004285,-0.0024907,0.0032052,44
2010-12-29,0.0048636,0.0101859,0.0060257,0.0054023,0.0001096,0.0117133,-0.0041726,44
2010-12-30,-0.0080113,-0.0168943,-0.0074004,2.16e-05,-0.0015359,-0.0110306,-2.77e-05,44
2010-12-31,0.0053668,0.0083947,0.0091046,-0.0012768,0.006589,-0.0059132,-0.0033838,44
2011-01-03,-0.0042868,-0.0044469,-0.0177446,-0.0007583,0.000817,0.0132066,-0.0033869,44
2011-01-04,0.0132748,0.0123083,0.0155965,-0.0005915,0.0006116,0.0211629,0.0134988,44
2011-01-05,-0.0016032,0.0085363,0.0113797,0.001118,0.0036017,-0.0005298,0.0049386,44
2011-01-06,-0.0151764,0.0034614,-0.0003199,1.54e-05,-0.0050081,0.0209635,0.0004833,44
2011-01-07,-0.0150385,0.0040503,0.0050088,0.0023863,6.44e-05,-0.0066447,0.0153829,44
2011-01-10,0.0053721,0.0080391,-5.94e-05,0.0019013,0.0035303,-0.0141872,0.0049714,45
2011-01-11,0.0255872,0.0127537,0.0150633,0.0049923,0.0078134,0.0096344,-0.00702,45
2011-01-12,-7.14e-05,0.0037902,-0.009325,0.0063631,0.0035642,0.0175211,-0.0001198,45
2011-01-13,-0.0044454,-0.0027218,-0.004472,0.0047856,0.0032355,0.0021098,-0.0071133,45
2011-01-14,-0.0128807,-0.007037,0.0055237,0.0055828,0.0056854,-0.0061114,0.0070963,45
2011-01-17,0.0021754,-0.001502,-0.0030683,0.0089648,0.0045668,0.010647,0.002207,45
2011-01-18,-0.0058655,-0.0075325,-0.0184625,-0.0013935,0.0016044,-0.0133772,-0.0103298,45
2011-01-19,0.0121562,-0.001128,-0.0102507,0.0048949,0.0040243,0.0058045,0.0022849,45
2011-01-20,0.0043006,-0.0004459,0.0072452,0.0056637,0.0047484,0.0108511,0.0096851,45
2011-01-21,-0.0100747,-0.0130135,-0.0019783,0.0039634,0.0008176,-0.0208702,-0.0025766,45
2011-01-24,-0.0018471,-0.0035359,-0.0045682,-9e-07,0.0005273,-0.0031717,0.0087307,45
2011-01-25,0.0054744,0.0034211,0.0081219,-0.0058727,-0.0051828,-0.0112951,0.0126,45
2011-01-26,0.0048999,-0.0066754,0.0041558,0.0012592,-0.00014,0.0176642,0.0008065,45
2011-01-27,0.0125921,0.0135591,0.0237281,-0.0031769,0.0055326,0.0092185,-0.0140252,45
2011-01-28,-0.013955,-0.005219,-0.0138807,-0.0007307,-0.0047498,-0.009677,0.0068465,45
2011-01-31,-0.0119614,-0.0071211,-0.0208013,0.0041763,0.0057876,0.0094411,-0.0106487,45
2011-02-01,0.007171,0.0001204,0.0005776,0.0008391,0.0036663,-0.0022439,0.0058011,45
2011-02-02,0.0065858,0.0047832,0.0043261,0.0022804,0.0091705,-0.0013326,-0.0067114,45
2011-02-03,0.0103397,0.0018721,0.0109841,0.0002547,-0.0027299,0.0099561,-0.0037333,45
2011-02-04,-0.01687,-0.010271,-0.0121518,0.0005793,-0.0012669,-0.0035153,-0.0277757,45
2011-02-07,0.0125042,-0.0064236,0.0102267,-0.0055945,0.0018956,-0.0075712,0.0110255,45
2011-02-08,-0.0208043,0.0048882,-0.0128655,0.0005934,0.0021622,-0.0037166,-0.0084428,46
2011-02-09,-0.0095718,-0.0074629,-0.0059501,0.0031163,-0.0011281,-0.0102489,-0.0112493,46
2011-02-10,-0.0054011,-0.0012402,-0.0151851,-0.0011144,-0.0002189,-0.0148745,-0.0172913,46
2011-02-11,-0.0181451,-0.0105768,-0.0087503,0.0022879,0.0036994,-0.0056732,-0.0121,46
2011-02-14,0.0038002,0.0034526,0.0102817,0.0018745,0.0051785,-0.0025678,0.0066717,46
2011-02-15,0.0053913,0.0077147,0.0015857,-0.0008831,-0.0010666,0.0152699,0.0007911,46
2011-02-16,-0.0063448,0.0042942,-0.0049013,0.0036694,0.0106764,-0.001864,-0.0161279,46
2011-02-17,0.0087583,-0.0037762,-0.0016818,-0.0025059,-0.0022454,0.0004322,0.00993,46
2011-02-18,-0.0033859,0.0055655,-0.0073503,-0.0006245,0.0020868,0.0039439,0.0157715,46
2011-02-21,0.0145284,0.0200731,0.0242347,0.0014939,-0.0010053,0.0175956,0.0077951,46
2011-02-22,-0.0136931,-0.0008951,-0.002043,0.0007109,0.0037043,-0.0023512,-0.0073789,46
2011-02-23,0.0008841,-0.0137498,-0.0075341,0.0016674,-0.0021042,-0.0098632,0.0001359,46
2011-02-24,-0.0099635,-0.0012535,-0.0094089,0.000643,0.0052537,0.0010488,-0.0123266,46
2011-02-25,-0.0147621,-0.0033923,-0.0110665,-0.0035501,-0.0028749,-0.0097926,-0.0017266,46
2011-02-28,0.0072184,-0.0093334,-0.002368,-0.00086,0.0009144,0.0041761,0.0157258,46
2011-03-01,-0.0033338,-0.0155277,-0.023309,0.0070022,0.0079659,-0.0146566,-0.0042381,46
2011-03-02,0.0148771,0.0103072,0.0141687,-0.0038569,-0.0060466,-0.0068275,0.0044364,46
2011-03-03,0.0090334,0.0075917,0.0134251,-0.0019006,0.0022547,0.0048048,-0.0052937,46
2011-03-04,-0.0221174,-0.0151847,-0.0108312,0.0018792,0.001166,-0.0150968,-0.0050966,46
2011-03-07,-0.0014886,-0.0034238,-0.0059545,-0.0044968,-0.0053698,0.0083215,-0.0212964,46
2011-03-08,-0.0014339,-0.0103265,-0.0149776,0.0047268,0.0009075,-0.0159831,-0.0151708,46
2011-03-09,0.0273506,0.0128128,0.0276524,-0.0034582,0.0034036,0.0249063,0.0068023,47
2011-03-10,-0.0182624,-0.0111542,-0.0198086,-0.0002332,-0.0002082,-0.0137637,-0.0074042,47
2011-03-11,0.0015508,-0.010242,0.0042695,0.0016188,0.0022303,0.004897,-0.0007068,47
2011-03-14,0.0009955,0.0084939,0.0176285,-0.0041871,-0.0005531,-0.008006,0.0049338,47
2011-03-15,0.0124849,-0.0067473,-0.0028222,0.000161,-0.0012072,0.0061029,-0.0024698,47
2011-03-16,-0.0023763,0.0010638,-0.0061284,0.0006729,-0.0041416,-0.0092775,-0.0050359,47
2011-03-17,0.0150043,0.0154729,0.0279225,0.0007309,0.0040306,0.0085866,0.0209668,47
2011-03-18,-0.0040165,0.0002929,-0.0028983,-0.0004564,-0.0021525,-0.0046321,-0.0170132,47
2011-03-21,0.0087768,0.0092223,0.0151241,-0.000137,-0.000991,0.0077343,-0.0048749,47
2011-03-22,-0.0016571,0.0058703,0.0049527,0.0022933,-0.0002629,0.0043737,0.0007651,47
2011-03-23,0.0065034,0.0069123,0.0095698,0.0024693,0.0074304,0.0158641,0.0188422,47
2011-03-24,-0.0248212,-0.0117031,-0.0240148,-9.89e-05,0.0005548,-0.0187206,-0.0027207,47
2011-03-25,0.0128298,0.0137804,0.0242786,0.0036738,0.0018494,0.0124016,0.0068907,47
2011-03-28,-0.0286228,-0.0051896,-0.0032886,0.0015952,0.0009672,-0.0054475,-0.0119907,47
2011-03-29,0.0223315,0.0043747,0.0071377,-2.2e-06,0.0008779,0.0125241,0.0082098,47
2011-03-30,0.0163919,0.0057323,-0.0023468,0.0018715,0.0042791,0.0067323,-0.0010282,47
2011-03-31,0.0269204,0.0147857,0.022234,-0.0011158,0.0009302,0.0120191,0.0084062,47
2011-04-01,0.013774,0.0056347,-0.0027182,-0.0115165,-0.0053269,0.0030436,0.0119236,47
2011-04-04,0.0043432,0.009313,0.0293089,-0.0011978,-0.0006921,0.0134323,0.0039205,47
2011-04-05,-0.0160159,-0.0101632,-0.0083958,-0.0033166,-0.0025824,-0.0072292,0.0059294,47
2011-04-06,-0.0083193,-0.0071214,-0.0095191,-0.0022562,-0.0021484,-0.0107311,-0.0128936,47
2011-04-07,0.0162038,0.0184857,0.0143881,0.0029738,0.0071537,0.0236223,-0.0062658,48
2011-04-08,-0.0053188,0.006487,0.0043464,0.0023331,0.0053602,0.001478,-0.0134277,48
2011-04-11,-0.0192114,-0.0075085,-0.019084,0.0015531,0.0102451,-0.0043182,-0.0025305,48
2011-04-12,-0.0012676,0.0015602,-0.0009235,-0.0012772,-0.0003268,0.0102799,-0.0048651,48
2011-04-13,0.0012119,0.0056481,0.0055643,0.0039997,-0.0008584,0.0063077,0.010604,48
2011-04-14,0.0032124,-0.0018651,-0.0011326,-0.0019388,0.0040355,-0.0113906,0.0028897,48
2011-04-15,0.0024703,0.0009309,0.0116621,-0.0040773,-0.0014633,-0.0007289,-0.0021946,48
2011-04-18,-0.004952,-0.0065458,-0.0160991,-0.0012612,-0.0013969,0.0084925,-0.0046656,48
2011-04-19,-0.0115035,0.0027722,0.0013675,0.0021755,0.0037504,0.0051457,0.0108025,48
2011-04-20,-0.0157269,-0.0077441,-0.0059947,0.0034768,0.0006437,0.0088062,-0.0006605,48
2011-04-21,-0.0033257,0.0020777,-0.0043494,0.0021395,0.0059226,0.0030412,0.0023884,48
2011-04-22,-0.0008239,-0.0024878,-0.0007759,-0.003207,0.0001561,-0.001921,0.0111897,48
2011-04-25,-0.0062293,-0.0058584,-0.003905,0.0013288,0.0018172,-0.0054989,0.0035517,48
2011-04-26,0.0117671,0.0150566,0.0161929,-0.0032704,-0.0023849,0.0068972,0.0149495,48
2011-04-27,-0.0107906,-0.0072324,-0.0081939,-0.0025346,-0.0014252,-0.012785,0.0008622,48
2011-04-28,0.0108804,-0.0093787,-0.0158113,-0.0028519,0.0015284,-0.0081835,0.0075889,48
2011-04-29,0.0152249,0.0166083,0.0157149,-0.0005159,0.0030809,0.0037013,-0.0083466,48
